code;label-en_US;label-zh_CN;label-es_ES;attribute;sort_order
fits_iphone_6_plus;"fits iPhone 6 Plus";"适用于iPhone 6 Plus";"para iPhone 6 Plus";accessories_typespecific_details;0
detachable_adjustable_shoulder_straps;"detachable, adjustable shoulder straps";可拆卸可调节肩带;"correa al hombro ajustable y desmontable";accessories_typespecific_details;0
fits_iphone_5;"fits iPhone 5";"适用于iPhone 5";"para iPhone 5";accessories_typespecific_details;0
padded_cups;"padded cups";带衬垫罩杯;"copas con relleno";accessories_typespecific_details;0
ring_fastening_cuffs;"ring-fastening cuffs";环型搭扣袖口;"puños con cierre de anillo";accessories_typespecific_details;0
drawstring_cuffs;"drawstring cuffs";抽绳袖口;"puños con cordón ajustable";accessories_typespecific_details;0
detachable_cuffs;"detachable cuffs";可拆卸袖口;"puños desmontable";accessories_typespecific_details;0
fringed_hem;"fringed hem";流苏下摆;"flecos en el dobladillo";accessories_typespecific_details;0
detachable_halterneck_ties;"detachable halterneck ties";可拆卸露背系带;"tiras desmontables para atar al cuello";accessories_typespecific_details;0
self_tie_neck;"self-tie neck";系带领口;"cuello para anudar";accessories_typespecific_details;0
removable_cup_padding;"removable cup padding";可拆卸罩杯衬垫;"relleno de la copa desmontable";accessories_typespecific_details;0
detachable_chain;"detachable chain";可拆卸链条;"cadena desmontable";accessories_typespecific_details;0
sleeve_thumb_holes;"sleeve thumb holes";袖口拇指套孔;"mangas con agujeros para los pulgares";accessories_typespecific_details;0
cuff_tab;"cuff tab";袖袢;"lengüeta del puño";accessories_typespecific_details;0
back_waist_tab;"back waist tab";背部腰袢;"lengüeta trasera de la cintura";accessories_typespecific_details;0
self_tie_belt;"self-tie belt";系带腰带;"cinturón para anudar";accessories_typespecific_details;0
attached_belt;"attached belt";一体式腰带;"cinturón incorporado";accessories_typespecific_details;0
side_tie_bottoms;"side-tie bottoms";底部侧面系带;"prenda inferior para anudar a los laterales";accessories_typespecific_details;0
self_tie_neck_back_and_sides;"self-tie neck, back and sides";领口、背部和侧面系带;"cuello para anudar, espalda y laterales";accessories_typespecific_details;0
clasp_fastening;"clasp fastening";搭扣;"cierre con broche";accessories_typespecific_details;0
short_vent;"short vent";微开衩;"abertura corta";accessories_typespecific_details;0
long_vent;"long vent";开衩;"abertura larga";accessories_typespecific_details;0
frayed_ends;"frayed ends";毛边;"extremos deshilachados";accessories_typespecific_details;0
frayed_edges;"frayed edges";毛边;"bordes deshilachados";accessories_typespecific_details;0
fringed_edges;"fringed edges";边缘流苏;"flecos en los bordes";accessories_typespecific_details;0
underwire_cups;"underwire cups";带钢圈罩杯;"sujetador con aros";accessories_typespecific_details;30
internal_boning;"internal boning";内置紧身胸衣;"bustier integrado";accessories_typespecific_details;31
unique_piece_prints_may_differ;"Each piece is unique and prints may
differ slightly from those shown";每件商品均独一无二，印花图案可能与图片略有差异。;"cada pieza es única y los estampados pueden diferir ligeramente de los que se muestran";accessories_typespecific_details;33
unique_piece_color_fur_may_differ;"Each piece is unique and color of fur may differ slightly from those shown";"每件商品都独一无二，毛皮颜色可能
与图片略有差异。";"cada pieza es única y el color de la piel puede diferir ligeramente del que se muestra";accessories_typespecific_details;34
reversible_;reversible;可翻转;reversible;accessories_typespecific_details;43
top_with_push_clasp_fastening;"top with push-clasp fastening";上衣掀扣;"cierre de clip a presión";accessories_typespecific_details;52
top_with_clasp_fastening;"top with clasp fastening";上衣搭扣;"cierre de clip";accessories_typespecific_details;53
decorative_ribbon;"decorative ribbon";装饰带;"lazo decorativo";accessories_typespecific_details;59
decorative_ribbons;"decorative ribbons";装饰带;"lazos decorativos";accessories_typespecific_details;60
drawstring_waist_and_hem;"drawstring waist and hem";抽绳腰身与下摆;"cintura y bajo con cordón ajustable";accessories_typespecific_details;61
unique_piece_embroidery_may_differ;"each piece is unique and embroidery may differ slightly from those shown";每件商品均独一无二，因此刺绣可能与图片略有差异。;"cada pieza es única y el bordado puede diferir ligeramente del que se muestra";accessories_typespecific_details;62
waterproof;waterproof;防水;"resistente al agua";accessories_typespecific_details;63
comes_in_a_garment_bag;"comes in a garment bag";随附服饰袋;"incluye funda protectora";accessories_typespecific_details;64
fits_iphone_7_plus;"fits iPhone 7 Plus";"适用于iPhone 7 Plus";"para iPhone 7 Plus";accessories_typespecific_details;65
handmade;Handmade;手工制作;"Hecho a mano";made_in;0
made_in_italy;"Made in Italy";意大利制作;"Hecho en Italia";made_in;1
made_in_france;"Made in France";法国制作;"Hecho en Francia";made_in;2
made_in_the_usa;"Made in the USA";美国制作;"Hecho en EE. UU.";made_in;3
made_in_canada;"Made in Canada";加拿大制作;"Hecho en Canadá";made_in;4
made_in_the_uk;"Made in the UK";英国制作;"Hecho en Reino Unido";made_in;5
made_in_spain;"Made in Spain";西班牙制作;"Hecho en España";made_in;6
handmade_in_greece;"Handmade in Greece";于希腊手工制作;"Hecho a mano en Grecia";made_in;7
made_in_portugal;"Made in Portugal";葡萄牙制作;"Hecho en Portugal";made_in;8
made_in_japan;"Made in Japan";日本制作;"Hecho en Japón";made_in;9
made_in_germany;"Made in Germany";德国制作;"Hecho en Alemania";made_in;10
made_in_australia;"Made in Australia";澳大利亚制作;"Hecho en Australia";made_in;11
handmade_in_italy;"Handmade in Italy";于意大利手工制作;"Hecho a mano en Italia";made_in;12
handmade_in_france;"Handmade in France";于法国手工制作;"Hecho a mano en Francia";made_in;13
handmade_in_the_usa;"Handmade in the USA";于美国手工制作;"Hecho a mano en EE. UU.";made_in;14
handmade_in_canada;"Handmade in Canada";于加拿大手工制作;"Hecho a mano en Canadá";made_in;15
handmade_in_the_uk;"Handmade in the UK";于英国手工制作;"Hecho a mano en Reino Unido";made_in;16
handmade_in_spain;"Handmade in Spain";于西班牙手工制作;"Hecho a mano en España";made_in;17
handmade_in_portugal;"Handmade in Portugal";于葡萄牙手工制作;"Hecho a mano en Portugal";made_in;18
handmade_in_japan;"Handmade in Japan";于日本手工制作;"Hecho a mano en Japón";made_in;19
handmade_in_germany;"Handmade in Germany";于德国手工制作;"Hecho a mano en Alemania";made_in;20
handmade_in_australia;"Handmade in Australia";于澳大利亚手工制作;"Hecho a mano en Australia";made_in;21
made_in_scotland;"Made in Scotland";苏格兰制作;"Hecho en Escocia";made_in;22
handmade_in_scotland;"Handmade in Scotland";于苏格兰手工制作;"Hecho a mano en Escocia";made_in;23
made_in_switzerland;"Made in Switzerland";瑞士制作;"Hecho en Suiza";made_in;24
handmade_in_switzerland;"Handmade in Switzerland";于瑞士手工制作;"Hecho a mano en Suiza";made_in;25
made_in_belgium;"Made in Belgium";比利时制作;"Hecho en Bélgica";made_in;26
made_in_hungary;"Made in Hungary";匈牙利制作;"Hecho en Hungría";made_in;27
000;"Made in Turkey";;;made_in;28
madeinchina;"Made in China";;;made_in;29
leather_insole_and_sole;"leather insole and sole";皮革内底和鞋底;"plantilla y suela de cuero";shoes_sole_description;0
leather_insole_rubber_sole;"leather insole, rubber sole";皮革内底，橡胶鞋底;"plantilla de cuero, suela de goma";shoes_sole_description;0
fabric_insole_rubber_sole;"fabric insole, rubber sole";织物内底，橡胶鞋底;"plantilla de tela, suela de goma";shoes_sole_description;0
fabric_insole_leather_sole;"fabric insole, leather sole";织物内底，皮革鞋底;"plantilla de tela, suela de cuero";shoes_sole_description;0
fabric_insole_and_sole;"fabric insole and sole";织物内底和鞋底;"plantilla y suela de tela";shoes_sole_description;0
leather_insole_leather_and_rubber_sole;"leather insole, leather and rubber sole";皮革内底，皮革和橡胶鞋底;"plantilla de cuero, suela de cuero y goma";shoes_sole_description;0
leather_and_jute_insole_rubber_sole;"leather and jute insole, rubber sole";皮革和黄麻内底，橡胶鞋底;"plantilla de cuero y yute, suela de goma";shoes_sole_description;0
shearling_insole_rubber_sole;"shearling insole, rubber sole";羊毛皮内底，橡胶鞋底;"plantilla de vellón, suela de goma";shoes_sole_description;0
shearling_insole_leather_sole;"shearling insole, leather sole";羊毛皮内底，皮革鞋底;"plantilla de vellón, suela de cuero";shoes_sole_description;0
wooden_insole_rubber_sole;"wooden insole, rubber sole";木质内底，橡胶鞋底;"plantilla de madera, suela de goma";shoes_sole_description;0
cork_insole_rubber_sole;"cork insole, rubber sole";软木内底，橡胶鞋底;"plantilla de corcho, suela de goma";shoes_sole_description;0
leather_insole_signature_pebbled_rubber_sole;"leather insole, signature pebbled rubber sole";皮革内底，标志性橡胶豆豆鞋底;"plantilla de cuero, suela de goma granulada distintiva";shoes_sole_description;0
fur_insole_leather_sole;"fur insole, leather sole";毛皮内底，皮革鞋底;"plantilla de piel, suela de cuero";shoes_sole_description;0
fur_insole_rubber_sole;"fur insole, rubber sole";毛皮内底，橡胶鞋底;"plantilla de piel, suela de goma";shoes_sole_description;0
leather_insole_and_sole_with_signature_web_plaque;"leather insole and sole with signature web plaque";皮革内底和鞋底，饰有标志性蛛网标志牌;"plantilla y suela de cuero con placa distintiva";shoes_sole_description;0
leather_insole_signature_red_leather_sole;"leather insole, signature red leather sole";皮革内底，标志性红色皮革鞋底;"plantilla de cuero, suela de cuero rojo distintiva";shoes_sole_description;0
percentage;Percentage;;;clothing_material;0
type;Material;;;clothing_material;1
5346;plain;素色;liso;color_pattern;0
5349;exotic;异域风情;exótico;color_pattern;0
5350;animal-print;动物纹;"animal print";color_pattern;0
5351;checked;格纹;"a cuadros";color_pattern;0
5352;striped;条纹;"a rayas";color_pattern;0
5353;dotted;圆点;"a lunares";color_pattern;0
5354;camouflage;迷彩;camuflaje;color_pattern;0
5355;floral;花卉;floral;color_pattern;0
5356;printed;印花;estampado;color_pattern;0
us0xxs;"US 0 / XXXS";;;clothing_size;0
us2xxs;"US 2 / XXS";;;clothing_size;1
us4xss;"US 4 / XS-S";;;clothing_size;2
us6sm;"US 6 / S-M";;;clothing_size;3
us8ml;"US 8 / M-L";;;clothing_size;4
it34fr30;"IT 34 / FR 30";;;clothing_size;5
it36fr32;"IT 36 / FR 32";;;clothing_size;6
it38fr34;"IT 38 / FR34";;;clothing_size;7
it40fr36;"IT 40 / FR 36";;;clothing_size;8
2540;-;;;clothing_size;10000
5961;"0 A/B";;;clothing_size;10010
5962;"1 A/B";;;clothing_size;10020
5964;"1 C/D";;;clothing_size;10030
5963;"2 A/B";;;clothing_size;10040
5965;"2 C/D";;;clothing_size;10050
5952;42MM;;;clothing_size;10300
5308;44MM;;;clothing_size;10310
4954;45MM;;;clothing_size;10315
5309;46MM;;;clothing_size;10320
4967;47MM;;;clothing_size;10325
2597;48MM;;;clothing_size;10330
4982;49MM;;;clothing_size;10335
2598;50MM;;;clothing_size;10340
4980;51.5MM;;;clothing_size;10342
4732;51MM;;;clothing_size;10345
2594;52MM;;;clothing_size;10350
2596;53MM;;;clothing_size;10355
2595;54MM;;;clothing_size;10360
4760;55MM;;;clothing_size;10365
4990;56MM;;;clothing_size;10370
5016;57MM;;;clothing_size;10375
4991;58MM;;;clothing_size;10380
5017;59MM;;;clothing_size;10385
5765;60MM;;;clothing_size;10390
7793;45CM;45CM;45CM;clothing_size;10590
7792;50CM;50CM;50CM;clothing_size;10595
7775;55CM;55CM;55CM;clothing_size;10600
7774;60CM;60CM;60CM;clothing_size;10605
5100;65CM;;;clothing_size;10610
2579;70CM;;;clothing_size;10615
2580;75CM;;;clothing_size;10620
2583;80CM;;;clothing_size;10625
2584;85CM;;;clothing_size;10630
2585;90CM;;;clothing_size;10640
2586;95CM;;;clothing_size;10645
4917;100CM;;;clothing_size;10650
5058;105CM;;;clothing_size;10655
5988;110CM;;;clothing_size;10660
5753;"UK 0";;;clothing_size;20000
5416;"UK 1";;;clothing_size;20010
5417;"UK 1.5";;;clothing_size;20015
5418;"UK 2";;;clothing_size;20020
5419;"UK 2.5";;;clothing_size;20025
5394;"UK 3";;;clothing_size;20030
5401;"UK 3.5";;;clothing_size;20035
5395;"UK 4";;;clothing_size;20040
5402;"UK 4.5";;;clothing_size;20045
5396;"UK 5";;;clothing_size;20050
5403;"UK 5.5";;;clothing_size;20055
5397;"UK 6";;;clothing_size;20060
5404;"UK 6.5";;;clothing_size;20065
5398;"UK 7";;;clothing_size;20070
5405;"UK 7.5";;;clothing_size;20075
5399;"UK 8";;;clothing_size;20080
5406;"UK 8.5";;;clothing_size;20085
5407;"UK 9";;;clothing_size;20090
5420;"UK 9.5";;;clothing_size;20095
6378;"UK 10";;;clothing_size;20100
6888;"UK 10.5";;;clothing_size;20105
6889;"UK 11";;;clothing_size;20110
6890;"UK 11.5";;;clothing_size;20115
6891;"UK 12";;;clothing_size;20120
6892;"UK 12.5";;;clothing_size;20125
6893;"UK 13";;;clothing_size;20130
6894;"UK 13.5";;;clothing_size;20135
5768;"US 3";;;clothing_size;20330
5381;"US 3.5";;;clothing_size;20335
5247;"US 4";;;clothing_size;20340
5248;"US 4.5";;;clothing_size;20345
5249;"US 5";;;clothing_size;20350
5227;"US 5.5";;;clothing_size;20355
5228;"US 6";;;clothing_size;20360
5229;"US 6.5";;;clothing_size;20365
5230;"US 7";;;clothing_size;20370
5231;"US 7.5";;;clothing_size;20375
5232;"US 8";;;clothing_size;20380
5233;"US 8.5";;;clothing_size;20385
5234;"US 9";;;clothing_size;20390
5235;"US 9.5";;;clothing_size;20395
5236;"US 10";;;clothing_size;20400
5245;"US 10.5";;;clothing_size;20405
5246;"US 11";;;clothing_size;20410
5250;"US 11.5";;;clothing_size;20415
5362;"US 12";;;clothing_size;20420
4851;I;;;clothing_size;30010
4850;II;;;clothing_size;30020
4852;III;;;clothing_size;30030
5135;IV;;;clothing_size;30040
6379;V;;;clothing_size;30050
5496;00;;;clothing_size;30100
4724;;;;clothing_size;30110
2587;1;;;clothing_size;30120
6662;1-3;;;clothing_size;30125
4718;2;;;clothing_size;30130
2588;3;;;clothing_size;30140
6661;3-6;;;clothing_size;30145
6604;3.5;;;clothing_size;30150
2551;4;;;clothing_size;30155
6605;4.5;;;clothing_size;30160
2589;5;;;clothing_size;30165
6212;5.5;;;clothing_size;30170
2550;6;;;clothing_size;30175
6663;6-9;;;clothing_size;30180
4858;6.5;;;clothing_size;30185
2591;7;;;clothing_size;30190
2592;7.5;;;clothing_size;30195
2541;8;;;clothing_size;30200
5688;8.5;;;clothing_size;30205
6558;9;;;clothing_size;30210
6664;9-12;;;clothing_size;30215
6603;9.5;;;clothing_size;30220
2542;10;;;clothing_size;30225
6606;10.5;;;clothing_size;30230
6457;11;;;clothing_size;30235
6607;11.5;;;clothing_size;30240
2543;12;;;clothing_size;30245
6665;12-18;;;clothing_size;30250
6608;12.5;;;clothing_size;30255
6459;13;;;clothing_size;30260
2544;14;;;clothing_size;30270
7807;14.5;14.5;14.5;clothing_size;30275
6458;15;;;clothing_size;30280
7808;15.5;15.5;15.5;clothing_size;30285
2545;16;;;clothing_size;30290
7809;16.5;16.5;16.5;clothing_size;30295
6416;17;;;clothing_size;30300
7810;17.5;17.5;17.5;clothing_size;30305
4916;18;;;clothing_size;30310
6666;18-24;;;clothing_size;30315
6634;19;;;clothing_size;30320
6649;20;20;20;clothing_size;30330
6654;21;21;21;clothing_size;30340
6077;22;;;clothing_size;30350
5040;23;;;clothing_size;30360
2557;24;;;clothing_size;30370
6667;24-36;;;clothing_size;30375
2558;25;;;clothing_size;30380
2559;26;;;clothing_size;30390
2560;27;;;clothing_size;30400
2561;28;;;clothing_size;30410
2562;29;;;clothing_size;30420
2563;30;;;clothing_size;30430
2564;31;;;clothing_size;30440
2582;32;;;clothing_size;30450
5182;33;;;clothing_size;30460
5677;33.5;;;clothing_size;30465
2581;34;;;clothing_size;30470
5055;34.5;;;clothing_size;30475
2566;35;;;clothing_size;30480
2567;35.5;;;clothing_size;30485
2546;36;;;clothing_size;30490
2568;36.5;;;clothing_size;30495
2569;37;;;clothing_size;30500
2570;37.5;;;clothing_size;30505
4717;38;;;clothing_size;30510
2571;38.5;;;clothing_size;30515
2572;39;;;clothing_size;30520
2573;39.5;;;clothing_size;30525
4705;40;;;clothing_size;30530
2574;40.5;;;clothing_size;30535
4543;41;;;clothing_size;30540
2576;41.5;;;clothing_size;30545
4706;42;;;clothing_size;30550
4926;42.5;;;clothing_size;30555
5124;43;;;clothing_size;30560
4707;44;;;clothing_size;30570
2556;46;;;clothing_size;30600
2577;48;;;clothing_size;30610
2590;50;;;clothing_size;30630
5165;52;;;clothing_size;30650
5219;53;;;clothing_size;30660
5731;54;;;clothing_size;30670
5203;55;;;clothing_size;30680
4828;56;;;clothing_size;30690
4829;57;;;clothing_size;30700
4731;58;;;clothing_size;30710
5178;59;;;clothing_size;30720
5220;60;;;clothing_size;30730
5771;61;;;clothing_size;30740
5204;62;;;clothing_size;30750
4855;XXS;;;clothing_size;40100
5185;XXS/XS;;;clothing_size;40110
2578;XS;;;clothing_size;40120
4834;XS/S;;;clothing_size;40130
2553;S;;;clothing_size;40140
4842;S/M;;;clothing_size;40150
2554;M;;;clothing_size;40160
4835;M/L;;;clothing_size;40170
2555;L;;;clothing_size;40180
4932;L/XL;;;clothing_size;40190
2565;XL;;;clothing_size;40200
2593;XL+;;;clothing_size;40210
5726;XXXL;;;clothing_size;40220
6845;"EU 18";;;clothing_size;50000
6846;"EU 19";;;clothing_size;50010
6651;"EU 20";;;clothing_size;50020
6650;"EU 21";"EU 21";"EU 21";clothing_size;50030
6148;"EU 22";;;clothing_size;50040
6149;"EU 23";;;clothing_size;50050
6847;"EU 23,5";;;clothing_size;50055
6150;"EU 24";;;clothing_size;50060
6848;"EU 24,5";;;clothing_size;50065
6151;"EU 25";;;clothing_size;50070
6849;"EU 25,5";;;clothing_size;50075
6131;"EU 26";;;clothing_size;50080
6850;"EU 26,5";;;clothing_size;50085
6132;"EU 27";;;clothing_size;50090
6851;"EU 27,5";;;clothing_size;50095
6133;"EU 28";;;clothing_size;50100
6852;"EU 28,5";;;clothing_size;50105
6134;"EU 29";;;clothing_size;50110
6853;"EU 29,5";;;clothing_size;50115
6135;"EU 30";;;clothing_size;50120
6854;"EU 30,5";;;clothing_size;50125
6136;"EU 31";;;clothing_size;50130
6855;"EU 31,5";;;clothing_size;50135
6137;"EU 32";;;clothing_size;50140
6856;"EU 32,5";;;clothing_size;50145
6138;"EU 33";;;clothing_size;50150
6857;"EU 33,5";;;clothing_size;50155
6600;"EU 34";;;clothing_size;50160
6858;"EU 34,5";;;clothing_size;50165
6602;"EU 35";;;clothing_size;50170
6859;"EU 35,5";;;clothing_size;50175
6601;"EU 36";;;clothing_size;50180
6780;"EU 37";;;clothing_size;50190
6899;"EU 39";;;clothing_size;50200
6773;"Y 2";;;clothing_size;60000
6778;"Y 3";;;clothing_size;60010
6777;"Y 4";;;clothing_size;60020
6776;"Y 5";;;clothing_size;60030
6775;"Y 6";;;clothing_size;60040
6774;"Y 7";;;clothing_size;60050
it42fr38;"IT 42 / FR 40";;;clothing_size;60051
it44fr42;"IT 44 / FR 40";;;clothing_size;60052
polyethylene;Polyethylene;;;furniture_yarn_type;0
100_cotton;"100% Cotton";"100% 棉布";"100% Algodón";furniture_fabric_composition;0
100_recycled_polyester;"100% Recycled Polyester";;;furniture_fabric_composition;1
100_PET;"100% PET";;;furniture_fabric_composition;2
100_polyester;"100% Polyester";;;furniture_fabric_composition;3
100_cane;"100% Cane";;;furniture_fabric_composition;4
100_wood;"100% Wood";;;furniture_fabric_composition;5
100_plastic;"Plastic, PU";;;furniture_fabric_composition;6
001;Celery;芹菜;Apio;food_allergens;0
002;Crustaceans;甲壳类;Crustáceos;food_allergens;1
003;;;;food_allergens;2
004;Fish;鱼;Pescado;food_allergens;3
005;Peanuts;花生;Miseria;food_allergens;4
006;Gluten;麸质;Gluten;food_allergens;5
007;Milk;牛奶;Leche;food_allergens;6
no;No;;;food_allergens;7
nuts;Nuts;;;food_allergens;8
7_series;"7 Series";;;series;0
cinnamon;Cinnamon;;;series;1
magnolia;Magnolia;;;series;2
frame;Frame;;;series;3
direct_lit;"Direct Lit";;;backlight_type;0
4_2;4.2;;;bluetooth_version;0
power;Power;;;cable_s_included;0
gray;Gray;;;color_category;0
red;Red;;;color_category;1
blue;Blue;;;color_category;2
grays;Gray;;;color_category;3
black;Black;;;color_category;4
led;LED;;;display_type;0
apple_tv;"Apple TV+";;;featured_streaming_services;0
disney;Disney+;;;featured_streaming_services;1
google_play_movies_tv;"Google Play Movies & TV";;;featured_streaming_services;2
hulu;Hulu;;;featured_streaming_services;3
netflix;Netflix;;;featured_streaming_services;4
prime_video;"Prime Video";;;featured_streaming_services;5
showtime;SHOWTIME;;;featured_streaming_services;6
sling_tv;"Sling TV";;;featured_streaming_services;7
youtube;YouTube;;;featured_streaming_services;8
hybrid_log_gamma_hlg;"Hybrid Log-Gamma (HLG)";;;high_dynamic_range_format;0
hdr_10;"HDR 10+";;;high_dynamic_range_format;1
english;English;;;language_s_displayed;0
french;French;;;language_s_displayed;1
spanish;Spanish;;;language_s_displayed;2
standard_led;"Standard LED";;;led_panel_type;0
motion_rate_125;"Motion Rate 125";;;motion_enhancement_technology;0
built_in_wi_fi;"Built-in Wi-Fi";;;network_compatibility;0
ethernet;Ethernet;;;network_compatibility;1
wired;Wired;;;network_compatibility;2
wireless;Wireless;;;network_compatibility;3
smart;Smart;;;remote_control_type;0
4k_2160p;"4K (2160p)";;;resolution;0
3_840_2_160;"3,840 x 2,160";;;resolution;1
apple_airplay;"Apple AirPlay";;;screen_mirroring_technology;0
apple_airplay_2;"Apple AirPlay 2";;;screen_mirroring_technology;1
smartshare;SmartShare;;;screen_mirroring_technology;2
tizen;Tizen;;;smart_platform;0
digital;Digital;;;tv_tuner;0
amazon_alexa;"Amazon Alexa";;;works_with;0
google_assistant;"Google Assistant";;;works_with;1
crystal_processor_4k;"Crystal Processor 4K";;;specific_manufacturer_technologies;0
digital_clean_view;"Digital Clean View";;;specific_manufacturer_technologies;1
contrast_enhancer;"Contrast Enhancer";;;specific_manufacturer_technologies;2
purcolor;PurColor;;;specific_manufacturer_technologies;3
game_enhancer;"Game Enhancer";;;specific_manufacturer_technologies;4
led_clear_motion;"LED Clear Motion";;;specific_manufacturer_technologies;5
2020;2020;;;model_year;0
2021;2021;;;model_year;1
hdr_compatible;"HDR Compatible";;;picture_quality_enhancement_technology;0
4k_hdr_pro;"4K HDR Pro";;;picture_quality_enhancement_technology;1
quantum_hdr;"Quantum HDR";;;picture_quality_enhancement_technology;2
200mm_x_200mm;"200mm x 200mm";;;vesa_wall_mount_standard;0
400mm_x_300mm;"400mm x 300mm";;;vesa_wall_mount_standard;1
400mm_x_400mm;"400mm x 400mm";;;vesa_wall_mount_standard;2
hdmi;"HDMI Type A";;;connector_type_1;0
usbc;USB-C;;;connector_type_1;1
usba;USB-A;;;connector_type_1;2
usbb;USB-B;;;connector_type_1;3
usbmicro;"USB-B Micro";;;connector_type_1;4
usbmini;"USB-B Mini";;;connector_type_1;5
lightning;Lightning;;;connector_type_1;6
rca;RCA;;;connector_type_1;7
hdmi;"HDMI Type A";;;connector_type_2;0
usbc;USB-C;;;connector_type_2;1
usba;USB-A;;;connector_type_2;2
usbb;USB-B;;;connector_type_2;3
usbmicro;"USB-B Micro";;;connector_type_2;4
usbmini;"USB-B Mini";;;connector_type_2;5
lightning;Lightning;;;connector_type_2;6
rca;RCA;;;connector_type_2;7
hygiene_et_sante;"hygiene and health";卫生和健康;"higiene y salud";amazon_ligne_produit;1
ddm;;;;ak_type_date_expiration;1
dlc;;;;ak_type_date_expiration;1
biologique;;;;ak_regime;1
sans_gluten;;;;ak_regime;1
dietetique;;;;ak_regime;1
halal;;;;ak_regime;1
sans_porc;;;;ak_regime;1
vegetarien;;;;ak_regime;1
cascher;;;;ak_regime;1
convient_aux_diabetiques;;;;ak_regime;1
faible_en_sucre;;;;ak_regime;1
faible_en_phenylalanine;;;;ak_regime;1
vegane;;;;ak_regime;1
compatible_intolerance_gluten;;;;ak_regime;1
sans_boeuf;;;;ak_regime;1
affine;"Refines the silhouette";细化轮廓;"Refina la silueta";cosmetic_benefits;0
allergies;Allergies;过敏;Alergias;cosmetic_benefits;1
anti_age;Anti-aging;抗衰老;Anti-envejecimiento;cosmetic_benefits;2
anti_cernes;Concealer;遮瑕膏;Ocultador;cosmetic_benefits;3
anti_fatigue;Anti-fatigue;抗疲劳;"Anti fatiga";cosmetic_benefits;4
anti_radicaux_libres;"Anti-free radicals";抗自由基;"Anti-radicales libres";cosmetic_benefits;5
anti_rides;"Anti wrinkle";抗皱纹;"Anti arrugas";cosmetic_benefits;6
anti_stress;"Anti stress";抗压力;"Anti estrés";cosmetic_benefits;7
antioxydant_global;"Global antioxidant";全球抗氧化剂;"Antioxidante global";cosmetic_benefits;8
apaisement_genes_articulaires;"Soothing joint discomfort";舒缓关节不适;"Calmar las molestias en las articulaciones";cosmetic_benefits;9
apport_omega3;"Omega 3 intake";"欧米茄 3 摄入量";"Ingesta de omega 3";cosmetic_benefits;10
apport_vitamine_d;"Vitamin D intake";维生素D摄入量;"Ingesta de vitamina D";cosmetic_benefits;11
assainissant_atmospherique;"Atmospheric sanitizer";大气消毒剂;"Desinfectante atmosférico";cosmetic_benefits;12
baby_blues;"Baby blues";产后抑郁;"Baby blues";cosmetic_benefits;13
ballonnements_flatulences;"Bloating / gas";腹胀/气体;"Hinchazón / gases";cosmetic_benefits;14
beaute_cheveux;"Hair beauty";美发;"Belleza del cabello";cosmetic_benefits;15
beaute_ongles;"Nail beauty";美甲;"Belleza de uñas";cosmetic_benefits;16
beaute_peau;"Skin beauty";皮肤美容;"Belleza de la piel";cosmetic_benefits;17
bien_etre_cardiovasculaire;"Cardiovascular well-being";心血管健康;"Bienestar cardiovascular";cosmetic_benefits;18
bien_etre_general;"General well-being";一般幸福感;"Bienestar general";cosmetic_benefits;19
bon_retour_veineux;"Good venous return";静脉回流好;"Buen retorno venoso";cosmetic_benefits;20
bonne_humeur;"Good mood";好心情;"Buen humor";cosmetic_benefits;21
bouffees_chaleur;"Hot flashes";潮热;Sofocos;cosmetic_benefits;22
brillance_cheveux;"Hair shine";头发光泽;"Brillo del cabello";cosmetic_benefits;23
bronzage_intense;"Intense tan";强烈的棕褐色;"Bronceado intenso";cosmetic_benefits;24
brule_graisses;"Fat burners";脂肪燃烧器;"Quemadores de grasa";cosmetic_benefits;25
bucco_dentaire;"Oral dental";口腔牙科;"Dental oral";cosmetic_benefits;26
capital_osseux;"Bone capital";骨资本;"Capital óseo";cosmetic_benefits;27
cellulite;Cellulite;橘皮组织;Celulitis;cosmetic_benefits;28
cheveux_colores;"Colored hair";有色头发;"Pelo de color";cosmetic_benefits;29
cheveux_fins;"Thin hair";头发稀少;"Pelo fino";cosmetic_benefits;30
cheveux_gras;"Greasy hair";油性发质;"Cabello grasoso";cosmetic_benefits;31
cheveux_normaux;"Normal hair";正常头发;"Cabello normal";cosmetic_benefits;32
cheveux_secs;"Dry hair";干发;"Cabello seco";cosmetic_benefits;33
cholesterol;Cholesterol;胆固醇;Colesterol;cosmetic_benefits;34
circulation;Circulation;循环;Circulación;cosmetic_benefits;35
concentration;Concentration;专注;Concentración;cosmetic_benefits;36
confort_articulaire;"Joint comfort";关节舒适度;"Comodidad articular";cosmetic_benefits;37
confort_intime;"Intimate comfort";贴心舒适;"Confort íntimo";cosmetic_benefits;38
confort_musculaire;"Muscle comfort";肌肉舒适度;"Comodidad muscular";cosmetic_benefits;39
confort_urinaire_homme;"Male urinary comfort";男性排尿舒适度;"Confort urinario masculino";cosmetic_benefits;40
confort_visuel;"Visual comfort";视觉舒适度;"Confort visual";cosmetic_benefits;41
controle_poids;"Weight control";控制体重;"Control de peso";cosmetic_benefits;42
cou_decollete;"Neck and cleavage";颈部和乳沟;"Cuello y escote";cosmetic_benefits;43
coup_fouet;"Immediate boost";立即提升;"Impulso inmediato";cosmetic_benefits;44
